primary_name,type
ENFAMIL GLUCOSE (Oral Liquid),rxterm
GAVISCON CHEWABLE (Chewable),rxterm
THERA-GESIC PLUS (Topical),rxterm
Tetanus immune globulin (Injectable),rxterm
GORDOGESIC (Topical),rxterm
guaiFENesin/Pseudoephedrine (Oral Pill),rxterm
SOMBRA WARM PAIN RELIEVING GEL (Topical),rxterm
Chondroitin sulfates/Glucosamine XR (Oral Pill),rxterm
guaiFENesin/Phenylephrine (Oral Liquid),rxterm
GENAHIST (Oral Pill),rxterm
Dextromethorphan/guaiFENesin XR (Oral Pill),rxterm
guaiFENesin/Pseudoephedrine (Oral Liquid),rxterm
GENERESS FE 28 (Pack),rxterm
Carboxymethylcellulose/Glycerin (Ophthalmic),rxterm
Gabapentin XR (Oral Pill),rxterm
Glycerin/Phenol (Mucosal),rxterm
Glatiramer (Injectable),rxterm
Dextromethorphan/guaiFENesin (Oral Pill),rxterm
Chondroitin sulfates/Glucosamine (Oral Pill),rxterm
Glycerin (Topical),rxterm
GRALISE (Oral Pill),rxterm
ePHEDrine/guaiFENesin (Oral Pill),rxterm
PRIMATENE WITH ePHEDrine & guaiFENesin (Oral Pill),rxterm
Chondroitin sulfates/Glucosamine/Methylsulfonylmethane (Oral Pill),rxterm
Glycerin/Hypromellose/Polyethylene glycol 400/Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
Chondroitin sulfates/Glucosamine (Oral Liquid),rxterm
PEDIA-LAX LIQUID GLYCERIN SUPPOSITORIES (Rectal),rxterm
OMNI GEL (Oral Gel),rxterm
Carboxymethylcellulose/Glycerin/Polysorbate 80 (Ophthalmic),rxterm
Glucarpidase (Injectable),rxterm
STATUSS GREEN REFORMULATED JAN 2012 (Oral Liquid),rxterm
guaiFENesin/Pseudoephedrine XR (Oral Pill),rxterm
guaiFENesin/Phenylephrine XR (Oral Pill),rxterm
Potassium gluconate (Oral Pill),rxterm
Benzocaine/Zinc chloride (Oral Gel),rxterm
GYNOL II (Vaginal),rxterm
ACID GONE (Chewable),rxterm
ACID GONE (Oral Liquid),rxterm
GAVISCON (Oral Liquid),rxterm
Glucosamine (Oral Pill),rxterm
Hydrofluoric acid/Phosphoric acid/Sodium fluoride (Oral Gel),rxterm
GLUCOBURST (Oral Gel),rxterm
GABITRIL (Oral Pill),rxterm
guaiFENesin/Phenylephrine (Oral Pill),rxterm
"Chromium, chelated/Manganese gluconate/Zinc citrate (Oral Pill)",rxterm
GATTEX (Injectable),rxterm
Glycerol phenylbutyrate (Oral Liquid),rxterm
GEL-ONE (Injectable),rxterm
Cholecalciferol/Glucose (Oral Liquid),rxterm
Calcium gluconate (Topical),rxterm
RELION GLUCOSE (Oral Liquid),rxterm
Glyceryl phosphate (Injectable),rxterm
GLYCOPHOS (Injectable),rxterm
Alpha-D-galactosidase enzyme (Oral Pill),rxterm
Chondroitin sulfates/Glucosamine/Hyaluronate/Methylsulfonylmethane (Oral Pill),rxterm
GILOTRIF (Oral Pill),rxterm
GELATO PERIO RINSE (Mouthwash),rxterm
RABEprazole (Oral Granules),rxterm
ACIPHEX (Oral Granules),rxterm
GLYCATE (Oral Pill),rxterm
DERMA GRAN (Topical),rxterm
GRANIX (Injectable),rxterm
GAZYVA (Injectable),rxterm
GORDOFILM (Topical),rxterm
Sodium fluoride (Oral Gel),rxterm
Raltegravir (Oral Suspension Granules),rxterm
ISENTRESS (Oral Suspension Granules),rxterm
Chondroitin sulfates/Glucosamine (Chewable),rxterm
Glycine/Isoleucine/Ubidecarenone XR (Oral Pill),rxterm
Timothy grass pollen extract (Sublingual),rxterm
GRASTEK (Sublingual),rxterm
ZILACTIN B (Oral Gel),rxterm
GLEOSTINE (Oral Pill),rxterm
Carbamide peroxide (Oral Gel),rxterm
GLYDO (Topical),rxterm
Meningococcal group B vaccine (Injectable),rxterm
Benzalkonium/Benzocaine (Oral Gel),rxterm
NEUTRACARE (Oral Gel),rxterm
GARDASIL 9 (Injectable),rxterm
INSTA-GLUCOSE (Oral Gel),rxterm
Glycerin/Lidocaine (Topical),rxterm
GLYXAMBI (Oral Pill),rxterm
Ivacaftor (Oral Granules),rxterm
KALYDECO (Oral Granules),rxterm
DEX4 (Oral Gel),rxterm
DERMA GRAN SPRAY (Topical),rxterm
"Rabies immune globulin, human (Injectable)",rxterm
GLATOPA (Injectable),rxterm
Hepatitis B immune globulin (Injectable),rxterm
Uridine triacetate (Oral Granules),rxterm
XURIDEN (Oral Granules),rxterm
Eugenol/Guaiacol (Oral Ointment),rxterm
GAVILYTE-H (Oral Solution Powder),rxterm
Gemcitabine (Injectable),rxterm
GENVOYA (Oral Pill),rxterm
Anthrax immune globulin (Injectable),rxterm
Elbasvir/Grazoprevir (Oral Pill),rxterm
GENVISC (Injectable),rxterm
Z-GUARD (Paste),rxterm
VISTOGARD (Oral Granules),rxterm
HUMAN ALBUMIN GRIFOLS (Injectable),rxterm
PHAZYME GAS & ACID (Chewable),rxterm
CALTRATE GUMMY BITES (Chewable),rxterm
Formoterol/Glycopyrronium (Inhalant),rxterm
Glycerin (Mouthwash),rxterm
Gelatin (Oral Pill),rxterm
Citric acid/Gluconolactone/Magnesium carbonate (Irrigation),rxterm
Methoxy polyethylene glycol-epoetin beta (Injectable),rxterm
Glucose/Sodium chloride (Injectable),rxterm
GONITRO (Sublingual),rxterm
GAMASTAN (Injectable),rxterm
GAMMAKED (Injectable),rxterm
GAMMAPLEX (Injectable),rxterm
GAMUNEX (Injectable),rxterm
GAMMAGARD (Injectable),rxterm
"Insulin analog, glargine/Lixisenatide (Injectable)",rxterm
Povidone/Propylene glycol (Ophthalmic),rxterm
Glucose/Potassium chloride/Sodium chloride (Injectable),rxterm
Calcium chloride/Glucose/Lactate/Potassium chloride/Sodium chloride (Injectable),rxterm
GEL-SYN (Injectable),rxterm
Glutamine (Oral Solution Powder),rxterm
Cholecalciferol/Glucose (Oral Gel),rxterm
Human vaccinia immune globulin (Injectable),rxterm
Deferasirox (Oral Granules),rxterm
JADENU (Oral Granules),rxterm
Guselkumab (Injectable),rxterm
Glecaprevir/Pibrentasvir (Oral Pill),rxterm
LOLLICAINE (Oral Gel),rxterm
GOCOVRI XR (Oral Pill),rxterm
Gemtuzumab ozogamicin (Injectable),rxterm
Secnidazole (Oral Granules),rxterm
SOLOSEC (Oral Granules),rxterm
Varicella zoster virus glycoprotein E (Injectable),rxterm
Polyethylene glycol 400/Propylene glycol (Pack),rxterm
Hydrogen peroxide (Oral Gel),rxterm
Glutamine (Oral Pill),rxterm
Glycerin (Nasal),rxterm
Glycopyrronium (Inhalant),rxterm
Manganese gluconate (Oral Pill),rxterm
GOPRELTO (Nasal),rxterm
GIAPREZA (Injectable),rxterm
TUMS WITH GAS RELIEF (Chewable),rxterm
Glucose (Oral Liquid),rxterm
"SUBVENITE GREEN (FOR PATIENTS TAKING CARBAMAZEPINE, PHENYTOIN, PHENOBARBITAL, OR PRIMIDONE AND NOT TAKING VALPROATE) (Pack)",rxterm
Polyethylene glycol 3350/Potassium chloride/Sodium chloride/Sodium sulfate (Oral Solution Powder),rxterm
Tacrolimus (Oral Suspension Granules),rxterm
PROGRAF (Oral Suspension Granules),rxterm
Ivacaftor/Lumacaftor (Oral Granules),rxterm
ORKAMBI (Oral Granules),rxterm
Glycopyrronium (Topical),rxterm
GALAFOLD (Oral Pill),rxterm
GALAFOLD 28 DAY WALLET (Pack),rxterm
Galcanezumab (Injectable),rxterm
SAL-PLANT GEL (Topical),rxterm
GAMIFANT (Injectable),rxterm
Gilteritinib (Oral Pill),rxterm
Glasdegib (Oral Pill),rxterm
KOLORZ (Oral Gel),rxterm
Dextromethorphan/guaiFENesin (Oral Granules),rxterm
PASER D/R (Oral Granules),rxterm
GORMEL 10 (Topical),rxterm
STRI-DEX CLEAR GEL (Topical),rxterm
GAVISCON (Chewable),rxterm
GLIADEL (Implant),rxterm
PEROXYL (Oral Gel),rxterm
Glucosamine/Methylsulfonylmethane (Oral Pill),rxterm
GLOPERBA (Oral Liquid),rxterm
Glucagon (Nasal),rxterm
GVOKE (Injectable),rxterm
Givosiran (Injectable),rxterm
GIVLAARI (Injectable),rxterm
Golodirsen (Injectable),rxterm
Cysteamine (Oral Granules),rxterm
PROCYSBI (Oral Granules),rxterm
Polyethylene glycol 400 (Ophthalmic),rxterm
Polyethylene glycol 400/Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
GLYRX (Injectable),rxterm
Zinc gluconate (Oral Lozenge),rxterm
GIMOTI (Nasal),rxterm
Budesonide/Formoterol/Glycopyrronium (Inhalant),rxterm
GAVRETO (Oral Pill),rxterm
Gabapentin (Pack),rxterm
GRALISE SAMPLE PACK (Pack),rxterm
Hydrocortisone (Oral Granules),rxterm
ALKINDI (Oral Granules),rxterm
Polyethylene glycols/Propylene glycol (Nasal),rxterm
GEMMILY 28 DAY (Pack),rxterm
Baloxavir marboxil (Oral Suspension Granules),rxterm
XOFLUZA (Oral Suspension Granules),rxterm
GEMTESA (Oral Pill),rxterm
E-Z-GAS II (Oral Solution Granules),rxterm
Glucose (Oral Solution Powder),rxterm
Potassium gluconate XR (Oral Pill),rxterm
Glucosamine/Hyaluronate/Methylsulfonylmethane (Oral Pill),rxterm
Aminosalicylic acid (Oral Granules),rxterm
Varicella-zoster immune globulin (Injectable),rxterm
Glycolate (Topical),rxterm
Magnesium glycinate (Oral Pill),rxterm
Glycerin (Ophthalmic),rxterm
Glycerin/Phenylephrine (Ophthalmic),rxterm
Glecaprevir/Pibrentasvir (Oral Pellet),rxterm
"Insulin analog, glargine-yfgn (Injectable)",rxterm
Glucose/Potassium chloride (Injectable),rxterm
Baclofen (Oral Granules),rxterm
LYVISPAH (Oral Granules),rxterm
"Insulin analog, glargine-aglr (Injectable)",rxterm
Glycopyrronium (Oral Disintegrating),rxterm
Glycolate/Lactate (Topical),rxterm
Glycerin/Propylene glycol (Ophthalmic),rxterm
Glycolate/Pyruvate (Topical),rxterm
Ranolazine (Oral Granules),rxterm
ASPRUZYO (Oral Granules),rxterm
Glycerin/Hypromellose/Polyethylene glycol 400 (Ophthalmic),rxterm
Dextromethorphan/guaiFENesin (Effervescent),rxterm
Chromium picolinate/Gamboge (Oral Pill),rxterm
Korean ginseng root (Oral Pill),rxterm
Zinc glycinate (Oral Pill),rxterm
Ganaxolone (Oral Liquid),rxterm
Alpha-D-galactosidase enzyme (Oral Disintegrating),rxterm
RETRE-GEL (Topical),rxterm
Zaire ebolavirus envelope glycoprotein (Injectable),rxterm
Phenylbutyrate (Oral Suspension Granules),rxterm
OLPRUVA (Oral Suspension Granules),rxterm
OLPRUVA 2 GM PACK (Pack),rxterm
OLPRUVA 3 GM PACK (Pack),rxterm
OLPRUVA 4 GM PACK (Pack),rxterm
OLPRUVA 5 GM PACK (Pack),rxterm
OLPRUVA 6 GM PACK (Pack),rxterm
OLPRUVA 6.67 GM PACK (Pack),rxterm
Elexacaftor/Ivacaftor/Tezacaftor (Oral Granules),rxterm
TRIKAFTA (80 MG / 40 MG / 60 MG; 59.5 MG) GRANULES (Pack),rxterm
TRIKAFTA (100 MG / 50 MG / 75 MG; 75 MG) GRANULES (Pack),rxterm
Oxybate (Oral Suspension Granules),rxterm
LUMRYZ (Oral Suspension Granules),rxterm
Glycopyrronium/Neostigmine (Injectable),rxterm
Beremagene geperpavec (Topical),rxterm
GOHIBIC (Injectable),rxterm
Glofitamab (Injectable),rxterm
Magnesium sulfate/Polyethylene glycol 3350/Potassium chloride/Sodium chloride/Sodium sulfate (Pack),rxterm
Gepirone XR (Oral Pill),rxterm
Givinostat (Oral Liquid),rxterm
Alpelisib (Oral Granules),rxterm
VIJOICE (Oral Granules),rxterm
VIJOICE 50 MG GRANULES 28 DAY (Pack),rxterm
Respiratory syncytial virus pre-fusion F glycoprotein mRNA (Injectable),rxterm
Levacetylleucine (Oral Suspension Granules),rxterm
AQNEURSA (Oral Suspension Granules),rxterm
GALLIFREY (Oral Pill),rxterm
GRAFAPEX (Injectable),rxterm
GALBRIELA 28 DAY (Pack),rxterm
Barley grain (Oral Pill),rxterm
Guaiacol/Methyl salicylate (Topical),rxterm
Glycerin/Phenol (Otic),rxterm
Ascorbic acid/Chondroitin sulfates/Glucosamine (Oral Pill),rxterm
Ginger root (Oral Pill),rxterm
Gentian violet (Topical),rxterm
Glycine (Irrigation),rxterm
Fructose/Glucose/Phosphoric acid (Oral Liquid),rxterm
Glucosamine/Methylsulfonylmethane (Oral Liquid),rxterm
Glycerin/Polysorbate 80 (Ophthalmic),rxterm
Polyethylene glycols/Polyvinyl alcohol (Ophthalmic),rxterm
GAS-X WITH MAALOX (Chewable),rxterm
Calcium glycerophosphate (Oral Pill),rxterm
FREEZ EEZ (Oral Gel),rxterm
Botulism immune globulin IV human (Injectable),rxterm
Glycerin/Sodium chloride (Nasal),rxterm
Alpha-D-galactosidase enzyme (Chewable),rxterm
Galsulfase (Injectable),rxterm
Benzyl alcohol (Oral Gel),rxterm
Glycerin (Oral Gel),rxterm
Acetaminophen/guaiFENesin (Oral Pill),rxterm
Glutamate (Oral Pill),rxterm
Alanine/Glutamate/Glycine (Oral Pill),rxterm
GELATO SODIUM FLUORIDE (Oral Gel),rxterm
BENZ-O-STHETIC (Oral Gel),rxterm
Glycerin (Mucosal),rxterm
GAS-X (Oral Film),rxterm
THERA-GESIC (Topical),rxterm
Poloxamer 407/Simethicone (Oral Gel),rxterm
Copper gluconate (Oral Pill),rxterm
Glycolate (Soap),rxterm
AQUA GLYCOLIC SHAMPOO AND BODY CLEANSER (Soap),rxterm
Brilliant green/Gentian violet/Proflavine (Topical),rxterm
Calcium chloride/Glucose/Lactate/Magnesium chloride/Sodium chloride (Intraperitoneal),rxterm
Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride/Sodium gluconate (Injectable),rxterm
Glucose/Magnesium acetate/Potassium acetate/Sodium chloride (Injectable),rxterm
Magnesium chloride/Potassium chloride/Sodium acetate/Sodium chloride/Sodium gluconate (Irrigation),rxterm
GLUTAMIC-500 (Oral Pill),rxterm
ZILACTIN COLD SORE (Oral Gel),rxterm
guaiFENesin (Chewable),rxterm
GYNAZOLE-1 (Vaginal),rxterm
Calcium ascorbate/Ferrous asparto glycinate/Polysaccharide iron complex/Succinic acid (Oral Pill),rxterm
Dextran 70/Polyethylene glycol 400/Povidone/Tetrahydrozoline (Ophthalmic),rxterm
Polyethylene glycol 400/Tetrahydrozoline (Ophthalmic),rxterm
HURRICAINE (Oral Gel),rxterm
GONIOVISC (Ophthalmic),rxterm
MICRO-GUARD (Topical),rxterm
CAL GEST (Chewable),rxterm
Glycopyrronium (Oral Liquid),rxterm
PROPA P.H. (Soap),rxterm
GAVILYTE-H (Oral Solution Powder),rxterm
PROPA P.H. ACNE MASK (Topical),rxterm
Influenza A virus (H5N1) antigen (Injectable),rxterm
Influenza A virus (H1N1) antigen/Influenza A virus (H3N2) antigen/Influenza B virus antigen (Nasal),rxterm
hydroCHLOROthiazide (Oral Pill),rxterm
hydroCHLOROthiazide/Lisinopril (Oral Pill),rxterm
hydroCHLOROthiazide/Triamterene (Oral Pill),rxterm
hydroCHLOROthiazide/Valsartan (Oral Pill),rxterm
DIOVAN HCT (Oral Pill),rxterm
Acetaminophen/HYDROcodone (Oral Pill),rxterm
hydroCHLOROthiazide/Olmesartan (Oral Pill),rxterm
BENICAR HCT (Oral Pill),rxterm
hydroCHLOROthiazide/Losartan (Oral Pill),rxterm
HYZAAR (Oral Pill),rxterm
hydrOXYzine (Oral Pill),rxterm
Bisoprolol/hydroCHLOROthiazide (Oral Pill),rxterm
Homatropine/HYDROcodone (Oral Liquid),rxterm
HYCODAN (Oral Liquid),rxterm
HYDROMET (Oral Liquid),rxterm
Hydroxychloroquine (Oral Pill),rxterm
hydroCHLOROthiazide/Irbesartan (Oral Pill),rxterm
hydroCHLOROthiazide/Telmisartan (Oral Pill),rxterm
MICARDIS-HCT (Oral Pill),rxterm
HUMIRA (Injectable),rxterm
Benazepril/hydroCHLOROthiazide (Oral Pill),rxterm
LOTENSIN HCT (Oral Pill),rxterm
HYDROcodone/Ibuprofen (Oral Pill),rxterm
HumaLOG (Injectable),rxterm
hydrALAZINE (Oral Pill),rxterm
Acetaminophen/HYDROcodone (Oral Liquid),rxterm
Enalapril/hydroCHLOROthiazide (Oral Pill),rxterm
OTICIN HC (Otic),rxterm
Hydrocortisone (Topical),rxterm
HumuLIN N (Injectable),rxterm
HYDROmorphone (Oral Pill),rxterm
Candesartan/hydroCHLOROthiazide (Oral Pill),rxterm
ATACAND HCT (Oral Pill),rxterm
hydroCHLOROthiazide/Quinapril (Oral Pill),rxterm
Hydrocortisone (Rectal),rxterm
"Insulin, human isophane (Injectable)",rxterm
"Insulin, human mixed (Injectable)",rxterm
Hydrocortisone (Oral Pill),rxterm
HumaLOG MIX (Injectable),rxterm
hydroCHLOROthiazide/Spironolactone (Oral Pill),rxterm
Halobetasol (Topical),rxterm
hydrOXYzine (Oral Liquid),rxterm
"Insulin, human regular (Injectable)",rxterm
HumuLIN R (Injectable),rxterm
HALCION (Oral Pill),rxterm
CIPRO HC (Otic),rxterm
Ciprofloxacin/Hydrocortisone (Otic),rxterm
LAC-HYDRIN (Topical),rxterm
Haloperidol (Oral Pill),rxterm
hydroCHLOROthiazide/Metoprolol (Oral Pill),rxterm
LOPRESSOR HCT (Oral Pill),rxterm
Hydrocortisone/Pramoxine (Rectal),rxterm
PROCTOFOAM-HC (Rectal),rxterm
aMILoride/hydroCHLOROthiazide (Oral Pill),rxterm
Hydroxyurea (Oral Pill),rxterm
HYDREA (Oral Pill),rxterm
amLODIPine/hydroCHLOROthiazide/Valsartan (Oral Pill),rxterm
EXFORGE HCT (Oral Pill),rxterm
Acetic acid/Hydrocortisone (Otic),rxterm
GERI-HYDROLAC (Topical),rxterm
HABITROL (Transdermal),rxterm
Fosinopril/hydroCHLOROthiazide (Oral Pill),rxterm
Follicle stimulating hormone/Luteinizing hormone (Injectable),rxterm
Captopril/hydroCHLOROthiazide (Oral Pill),rxterm
HumuLIN (Injectable),rxterm
Hydrocortisone/Iodoquinol (Topical),rxterm
HEPSERA (Oral Pill),rxterm
DERMTEX HC (Topical),rxterm
HIPREX (Oral Pill),rxterm
hydroCHLOROthiazide/Propranolol (Oral Pill),rxterm
HYDRO 40 (Topical),rxterm
hydrALAZINE/Isosorbide dinitrate (Oral Pill),rxterm
Eprosartan/hydroCHLOROthiazide (Oral Pill),rxterm
HYPER-SAL (Inhalant),rxterm
Homatropine/HYDROcodone (Oral Pill),rxterm
HYCODAN (Oral Pill),rxterm
Homatropine (Ophthalmic),rxterm
HOMATROPAIRE (Ophthalmic),rxterm
Magnesium hydroxide (Oral Liquid),rxterm
Halcinonide (Topical),rxterm
HALOG (Topical),rxterm
EPIVIR HBV (Oral Pill),rxterm
HUMIRA PEN - CROHN'S DISEASE STARTER PACK (Pack),rxterm
HYCET (Oral Liquid),rxterm
HEMOCYTE-F (Oral Pill),rxterm
VANOXIDE-HC (Topical),rxterm
Benzoyl peroxide/Hydrocortisone (Topical),rxterm
HUMATROPE (Injectable),rxterm
Hydroxypropylcellulose (Implant),rxterm
HELIDAC THERAPY (Pack),rxterm
Haloperidol (Injectable),rxterm
Hydroquinone (Topical),rxterm
Hydrocortisone/Pramoxine (Topical),rxterm
hydroCHLOROthiazide/Methyldopa (Oral Pill),rxterm
HYDROmorphone (Oral Liquid),rxterm
HYDROmorphone (Rectal),rxterm
HYPERRHO (Injectable),rxterm
HYDRO 35 (Topical),rxterm
POLY HIST PD (Oral Liquid),rxterm
Haloperidol (Oral Liquid),rxterm
Hydrocortisone (Injectable),rxterm
Hylan G-F 20 (Injectable),rxterm
Dextran 70/Hypromellose (Ophthalmic),rxterm
HUMATIN (Oral Pill),rxterm
DYNA-HEX (Soap),rxterm
HIBICLENS (Soap),rxterm
HYDROmorphone (Injectable),rxterm
HEMOCYTE (Oral Pill),rxterm
SARNOL-HC (Topical),rxterm
ANACIN ADVANCED HEADACHE FORMULA (Oral Pill),rxterm
Heavy mineral oil (Oral Liquid),rxterm
HYCAMTIN (Oral Pill),rxterm
"Hepatitis A virus strain CR 326F antigen, inactivated (Injectable)",rxterm
Hydroxocobalamin (Injectable),rxterm
HYCAMTIN (Injectable),rxterm
Clioquinol/Hydrocortisone (Topical),rxterm
EPIVIR HBV (Oral Liquid),rxterm
Hypochlorite (Topical),rxterm
Hepatitis A vaccine (inactivated) strain HM175/Hepatitis B surface antigen vaccine (Injectable),rxterm
guaiFENesin/HYDROcodone (Oral Liquid),rxterm
HECTOROL (Injectable),rxterm
hydrOXYzine (Injectable),rxterm
Folic acid/Heme iron polypeptide/Polysaccharide iron complex/Vitamin B12 (Oral Pill),rxterm
Hepatitis B surface antigen vaccine (Injectable),rxterm
HYDROmorphone XR (Oral Pill),rxterm
Hypromellose (Ophthalmic),rxterm
EXCEDRIN TENSION HEADACHE (Oral Pill),rxterm
Dextran 70/Glycerin/Hypromellose (Ophthalmic),rxterm
CAPZASIN-HP (Topical),rxterm
amLODIPine/hydroCHLOROthiazide/Olmesartan (Oral Pill),rxterm
ALLEREST 12 HOUR NASAL SPRAY (Nasal),rxterm
DRISTAN 12-HOUR NASAL SPRAY (Nasal),rxterm
NEO-SYNEPHRINE 12 HOUR (Nasal),rxterm
Aliskiren/hydroCHLOROthiazide (Oral Pill),rxterm
TEKTURNA HCT (Oral Pill),rxterm
Hydrocortisone/Lidocaine (Rectal),rxterm
Hydrocortisone/Lidocaine (Topical),rxterm
Benzoate/Hyoscyamine/Methenamine/Methylene blue/Phenyl salicylate (Oral Pill),rxterm
HYOPHEN (Oral Pill),rxterm
Hydrocortisone (Vaginal),rxterm
AQUANIL HC (Topical),rxterm
BETA-HC (Topical),rxterm
HEAD & SHOULDERS (Shampoo),rxterm
Glycerin/Hypromellose/Naphazoline (Ophthalmic),rxterm
HALAVEN (Injectable),rxterm
Hypromellose/Naphazoline (Ophthalmic),rxterm
Hexylresorcinol/Menthol (Oral Lozenge),rxterm
Hyoscyamine XR (Oral Pill),rxterm
Hyoscyamine (Sublingual),rxterm
Hyoscyamine (Oral Disintegrating),rxterm
"Hyoscyamine/Methenamine/Methylene blue/Phenyl salicylate/Sodium phosphate, monobasic (Oral Pill)",rxterm
Hyoscyamine (Oral Liquid),rxterm
Hyoscyamine (Oral Pill),rxterm
Hyoscyamine (Injectable),rxterm
"Hyoscyamine/Methenamine/Methylene blue/Sodium phosphate, monobasic (Oral Pill)",rxterm
Hypromellose/Naphazoline/Polysorbate 80/Zinc sulfate (Ophthalmic),rxterm
STANBACK HEADACHE POWDER REFORMULATED JAN 2011 (Oral Powder),rxterm
HYPERTET (Injectable),rxterm
HEMOCYTE PLUS (Oral Pill),rxterm
HEMAX XR (Oral Pill),rxterm
Chlorpheniramine/HYDROcodone XR (Oral Liquid),rxterm
HEALTHYLAX (Oral Solution Powder),rxterm
Histamine (Topical),rxterm
Hyaluronate (Injectable),rxterm
HURRICAINE (Topical),rxterm
Chondroitin sulfates/Hyaluronate (Injectable),rxterm
Chondroitin sulfates/Hyaluronate (Pack),rxterm
Hyaluronate (Topical),rxterm
HYPOTEARS (Ophthalmic),rxterm
HYBRISIL (Topical),rxterm
HORIZANT XR (Oral Pill),rxterm
Chondroitin sulfates/Collagen/Hyaluronate (Oral Pill),rxterm
Hypochlorite (Irrigation),rxterm
NEO-POLYCIN HC (Ophthalmic),rxterm
Glycerin/Hypromellose/Polyethylene glycol 400/Tetrahydrozoline/Zinc sulfate (Ophthalmic),rxterm
Histamine/Menthol (Topical),rxterm
Fluocinolone/Hydroquinone/Tretinoin (Topical),rxterm
BAND-AID HURT-FREE (Topical),rxterm
HYALGAN (Injectable),rxterm
Ascorbic acid/Hyaluronate (Oral Pill),rxterm
A.E.R. WITCH HAZEL (Topical),rxterm
HALLS (Oral Lozenge),rxterm
HYDROCIL (Oral Suspension Powder),rxterm
HEMRIL (Rectal),rxterm
ANUCORT-HC (Rectal),rxterm
ANUSOL HC (Rectal),rxterm
hydroxytryptophan/Magnesium oxide/Melatonin/Tryptophan/Vitamin B6 (Oral Pill),rxterm
Hydrofluoric acid/Phosphoric acid/Sodium fluoride (Oral Gel),rxterm
Bald-faced hornet venom protein (Injectable),rxterm
Yellow hornet venom protein (Injectable),rxterm
HYSEPT (Topical),rxterm
hydroCHLOROthiazide/Moexipril (Oral Pill),rxterm
HIBERIX (Injectable),rxterm
Halobetasol/Lactate (Pack),rxterm
ANALPRAM HC (Rectal),rxterm
ANALPRAM HC (Topical),rxterm
Heparin (Injectable),rxterm
HYDROcodone/Pseudoephedrine (Oral Pill),rxterm
WAL-HIST 12 HR RELIEF XR (Oral Pill),rxterm
hydroxytryptophan (Oral Pill),rxterm
HEALTHY MAMA (Chewable),rxterm
AMERICAINE HEMORRHOIDAL (Topical),rxterm
Chondroitin sulfates/Glucosamine/Hyaluronate/Methylsulfonylmethane (Oral Pill),rxterm
Alpha hydroxy acids/Urea (Topical),rxterm
Helium/Nitrogen/Oxygen (Inhalant),rxterm
Calcium carbonate/Magnesium hydroxide (Chewable),rxterm
PROCTOZONE HC (Topical),rxterm
WAL ZYR 24 HOUR ALLERGY (Oral Liquid),rxterm
HETLIOZ (Oral Pill),rxterm
HEMANGEOL (Oral Liquid),rxterm
"Insulin, human regular (Inhalant)",rxterm
Witch hazel (Topical),rxterm
Hyaluronidase/Immunoglobulin G (Pack),rxterm
HYQVIA 30 G / 300 ML KIT (Pack),rxterm
HYQVIA 2.5 G / 25 ML KIT (Pack),rxterm
HYQVIA 5 G / 50 ML KIT (Pack),rxterm
HYQVIA 10 G / 100 ML KIT (Pack),rxterm
HYQVIA 20 G / 200 ML KIT (Pack),rxterm
EXCEDRIN MILD HEADACHE (Oral Pill),rxterm
HARVONI (Oral Pill),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (6 COUNT) (Pack),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (3 COUNT) (Pack),rxterm
HYDROcodone XR (Oral Pill),rxterm
HYSINGLA XR (Oral Pill),rxterm
Phenylephrine/Witch hazel (Rectal),rxterm
Parathyroid hormone (Injectable),rxterm
HYCOFENIX (Oral Liquid),rxterm
"Rabies immune globulin, human (Injectable)",rxterm
HYPERRAB (Injectable),rxterm
Hepatitis A vaccine (inactivated) strain HM175 (Injectable),rxterm
HAVRIX (Injectable),rxterm
Hepatitis B immune globulin (Injectable),rxterm
NABI-HB (Injectable),rxterm
HEPAGAM B (Injectable),rxterm
HYPERHEP B (Injectable),rxterm
ANUSOL HC (Topical),rxterm
HUMATE-P (Injectable),rxterm
HEMMOREX (Rectal),rxterm
HEMOFIL (Injectable),rxterm
HALDOL (Injectable),rxterm
"Herpesvirus 1, human (Injectable)",rxterm
Histrelin (Implant),rxterm
"Albumin human, USP (Injectable)",rxterm
HUMAN ALBUMIN GRIFOLS (Injectable),rxterm
"Insulin, human regular (Inhalant pack)",rxterm
HUMIRA PEN - PSORIASIS STARTER PACK (Pack),rxterm
HIZENTRA (Injectable),rxterm
Hyaluronidase (Injectable),rxterm
Vibrio cholerae CVD 103-HGR strain live antigen (Oral Liquid),rxterm
Hydroxyethyl starch 130-0.4 (Injectable),rxterm
HER STYLE (Oral Pill),rxterm
HUMIRA PEDIATRIC CROHN'S DISEASE STARTER PACKAGE (2 COUNT) (Pack),rxterm
HUMIRA PEN 40 MG/0.4 ML STARTER PACK - CROHN'S DISEASE (Pack),rxterm
HUMIRA PEN 40 MG/0.4 ML STARTER PACK - PSORIASIS (Pack),rxterm
HUMIRA PREFILLED SYRINGE 80 MG/0.8 ML STARTER PACK - PEDIATRIC CROHN'S DISEASE (Pack),rxterm
